"PropId","Name","Price","Rate","property","carpet.area","status","floor","transaction","facing","overlooking","ownership","parking","bathroom","balcony","city","location","Rate_per_sqft","bedroom","carpet_area_sqft","total_area"
"420","3 BHK Flat for Sale in Elevate, Behrampur, Sector 59, Gurgaon",39000000,"","","","Ready to Move","","Resale","","","","",3,NA,"Gurgaon"," Elevate",NA,3,NA,NA
"421","4 BHK Flat for Sale in Vasundhara Sector 3, Ghaziabad",7500000,"₹6968 per sqft ","Residio Real Estate","2250 sqft","Ready to Move","Ground out of 3","Resale","North - East","Garden/Park, Pool, Main Road","Freehold","1 Open",3,1,"Ghaziabad"," Vasundhara Sector 3",6968,4,2250,1076.34902411022
"422","3 BHK Flat for Sale in Park View City 1, Sector 48, Gurgaon",22000000,"₹10602 per sqft ","Bhasin Estate Agency ","1125 sqft","Ready to Move","7 out of 14","Resale","North - West","Main Road","Freehold","1 Covered",3,4,"Gurgaon"," Park View City 1",10602,3,1125,2075.08017355216
"423","3 BHK Flat for Sale in BPTP Park 81, Sector 81, Faridabad",7700000,"₹5309 per sqft ","A2Z Real Estate Developers","1700 sqft","Ready to Move","2 out of 3","Resale","North - East","Garden/Park, Main Road","Freehold","1 Open",3,2,"Faridabad"," BPTP Park 81",5309,3,1700,1450.36730080995
"424","4 BHK Flat for Sale in Ambience Mall, Sector 24, NH 8, Gurgaon",97800000,"₹14500 per sqft ","CBRE South Asia Pvt. Ltd.","750 sqft","Ready to Move","3 out of 12","Resale","North - East","Main Road","Freehold","2 Covered",4,3,"Gurgaon"," Ambience Mall",14500,4,750,6744.8275862069
"425","5 BHK Flat for Sale in Ambience Mall, Sector 24, NH 8, Gurgaon",112300000,"₹14500 per sqft ","ANG Homes Pvt Ltd","100 sqyrd","Ready to Move","7 out of 12","Resale","North - East","Main Road, Garden/Park","Freehold","1 Covered",5,2,"Gurgaon"," Ambience Mall",14500,5,100,7744.8275862069
"427","4 BHK Flat for Sale in Park Royal Apartments, Dwarka Sector 9, New Delhi",32500000,"₹13542 per sqft ","","2300 sqft","Ready to Move","3 out of 10","Resale","West","Garden/Park","Freehold","1 Covered",3,1,"Delhi"," Park Royal Apartments",13542,4,2300,2399.94092453109
"428","3 BHK Flat for Sale in Chhattarpur Enclave, New Delhi",6500000,"₹2889 per sqft ","","1500 sqft","Ready to Move","2 out of 5","Resale","East","Garden/Park, Pool, Main Road","Leasehold","2 Covered",2,2,"Delhi"," Chhattarpur Enclave",2889,3,1500,2249.91346486674
"429","3 BHK Flat for Sale in Ireo Victory Valley, Sector 67, Gurgaon",37000000,"₹13821 per sqft ","","1150 sqft","Ready to Move","25 out of 30","Resale","East","Garden/Park","Freehold","1 Covered",4,3,"Gurgaon"," Ireo Victory Valley",13821,3,1150,2677.08559438536
"430","2 BHK Flat for Sale in RR Homes, Sector 1, Greater Noida",2750000,"₹2835 per sqft ","","560 sqft","Ready to Move","1 out of 3","New Property","South - East","Garden/Park, Main Road","Freehold","1 Covered",2,3,"Noida"," RR Homes",2835,2,560,970.017636684303
"432","2 BHK Flat for Sale in Shiv Nagar, Janakpuri, New Delhi",7500000,"₹8333 per sqft ","","182 sqm","Ready to Move","29 out of 38","Resale","North","Garden/Park","Freehold","1 Covered,",2,2,"Delhi"," Shiv Nagar",8333,2,182,900.036001440058
"433","4 BHK Flat for Sale in DLF Crest, Suncity, Sector 54, DLF Golf Course Road, Gurgaon",140000000,"₹34809 per sqft ","","1250 sqft","Ready to Move","3 out of 3","Resale","North - East","Garden/Park, Main Road","Freehold","",5,3,"Gurgaon"," DLF Crest",34809,4,1250,4021.94834669195
"434","6 BHK House for Sale in Om Nagar Sector 11, Sector 11, Basai Road Gurgaon",26000000,"₹14444 per sqft ","","","Ready to Move","3 out of 4","Resale","East","Pool, Garden/Park, Main Road","Leasehold","",5,3,"Gurgaon"," Om Nagar Sector 11",14444,6,NA,1800.05538631958
"435","3 BHK Flat for Sale in ATS Pious Hideaways, Sector 150, Pusta Road, Noida",13300000,"₹8235 per sqft ","","","Poss. by Mar '24","2 out of 4","Resale","North - East","Garden/Park, Main Road","Freehold","",3,5,"Noida"," ATS Pious Hideaways",8235,3,NA,1615.05768063145
"436","1 BHK Flat for Sale in Shahdara, New Delhi",3000000,"₹6667 per sqft ","","","Ready to Move","3 out of 19","Resale","North - East","Garden/Park, Main Road","Leasehold","",1,1,"Delhi"," Shahdara",6667,1,NA,449.977501124944
"437","2 BHK Flat for Sale in Pandav Nagar, New Delhi",4200000,"₹5490 per sqft ","","","Ready to Move","10 out of 40","Resale","","","Freehold","",2,3,"Delhi"," Pandav Nagar",5490,2,NA,765.027322404372
"438","2 BHK Flat for Sale in Galaxy North Avenue, Noida Extension, Noida",3300000,"₹3568 per sqft ","","","Ready to Move","4 out of 5","Resale","","","","",2,3,"Noida"," Galaxy North Avenue",3568,2,NA,924.887892376682
"439","4 BHK Flat for Sale in IREO Skyon, Sector 60, Gurgaon",36700000,"₹13023 per sqft ","","","Ready to Move","2 out of 3","Resale","","","","",4,3,"Gurgaon"," IREO Skyon",13023,4,NA,2818.09106964601
"440","2 BHK Flat for Sale in West Vinod Nagar, New Delhi",2300000,"₹4600 per sqft ","","","Ready to Move","14 out of 31","Resale","","","","",1,3,"Delhi"," West Vinod Nagar",4600,2,NA,500
"441","3 BHK Flat for Sale in Vasant Kunj, New Delhi",23000000,"₹14375 per sqft ","","","Ready to Move","2 out of 4","Resale","","","","",2,1,"Delhi"," Vasant Kunj",14375,3,NA,1600
"442","3 BHK Flat for Sale in Sector 1, Noida",11500000,"₹7233 per sqft ","","","Ready to Move","3 out of 3","Resale","","","","",3,NA,"Noida"," Sector 1",7233,3,NA,1589.93502004701
"443","7 BHK House for Sale in Surya Vihar Gurgaon",30000000,"₹7500 per sqft ","","","Ready to Move","6 out of 14","Resale","","","","",7,NA,"Gurgaon"," Surya Vihar Gurgaon",7500,7,NA,4000
"444","1 BHK Flat for Sale in Chhattarpur, New Delhi",2100000,"₹4667 per sqft ","","","Ready to Move","9 out of 14","Resale","","","","",1,NA,"Delhi"," Chhattarpur",4667,1,NA,449.967859438612
"445","1 BHK Flat for Sale in Himvarsha Apartment, Indraprastha Extension, Patparganj, New Delhi",7500000,"₹4444 per sqft ","","","Ready to Move","7 out of 15","Resale","","","","",1,NA,"Delhi"," Himvarsha Apartment",4444,1,NA,1687.66876687669
"446","2 BHK Flat for Sale in Amrapali Village, Indirapuram, Ghaziabad",6000000,"₹5591 per sqft ","","","Ready to Move","Ground out of 2","Resale","","","","",2,NA,"Ghaziabad"," Amrapali Village",5591,2,NA,1073.15328206045
"447","2 BHK Flat for Sale in Gaur City 1st Avenue, Greater Noida West, Greater Noida",6150000,"₹8974 per sqft ","","","Ready to Move","1 out of 4","Resale","","","","",2,NA,"Noida"," Gaur City 1st Avenue",8974,2,NA,685.313126810787
"448","3 BHK Flat for Sale in Shree Vardhman Victoria, Sector 70, Gurgaon",17500000,"₹16097 per sqft ","","","Ready to Move","","Resale","","","","",3,NA,"Gurgaon"," Shree Vardhman Victoria",16097,3,NA,1087.15909796857
"449","3 BHK Flat for Sale in Vijayant Enclave, Arun Vihar, Sector 37, Golf course Metro, Noida",35000000,"₹13704 per sqft ","","","Ready to Move","","Resale","","","","",3,NA,"Noida"," Vijayant Enclave",13704,3,NA,2553.99883245768
"450","4 BHK Flat for Sale in Rohini Sector 16, New Delhi",18500000,"","","","","","New Property","","","","",3,NA,"Delhi"," Rohini Sector 16",NA,4,NA,NA
"451","3 BHK Flat for Sale in New Rajendra Nagar, New Delhi",28500000,"₹21111 per sqft ","Happy Homes","1300 sqft","Ready to Move","2 out of 4","New Property","North","Main Road","Freehold","1 Covered,",3,2,"Delhi"," New Rajendra Nagar",21111,3,1300,1350.00710530055
"452","3 BHK Flat for Sale in Sector 31, Mathura Road, Faridabad",14000000,"₹6222 per sqft ","Anupam Properties","800 sqyrd","Ready to Move","3 out of 4","New Property","South","Main Road","Freehold","1 Covered",3,3,"Faridabad"," Sector 31",6222,3,800,2250.08036001286
"453","6 BHK Flat for Sale in Raj Nagar, Ghaziabad",55000000,"₹7639 per sqft ","Skyera Real Estate","1560 sqft","Poss. by Dec '23","1 out of 3","Resale","North - East","Main Road","Freehold","2 Covered,",5,4,"Ghaziabad"," Raj Nagar",7639,6,1560,7199.89527425056
"454","1 BHK Flat for Sale in Dlf Dilshad Plaza, Shalimar Garden, Ghaziabad",1800000,"₹4000 per sqft ","","3150 sqft","Ready to Move","2 out of 3","Resale","South","Garden/Park, Main Road","Freehold","1 Covered,",1,3,"Ghaziabad"," Dlf Dilshad Plaza",4000,1,3150,450
"455","1 BHK Flat for Sale in Vaishali Sector 2, Ghaziabad",2350000,"₹4700 per sqft ","","1100 sqft","Ready to Move","Ground out of 3","Resale","East","Garden/Park, Pool, Main Road","Freehold","1 Covered",2,3,"Ghaziabad"," Vaishali Sector 2",4700,1,1100,500
"456","4 BHK Flat for Sale in Ardee City, Sector 52, Gurgaon",16000000,"₹5926 per sqft ","","670 sqft","Ready to Move","Ground out of 3","Resale","East","Garden/Park, Pool, Main Road","Freehold","2 Covered",4,3,"Gurgaon"," Ardee City",5926,4,670,2699.96625042187
"457","2 BHK Flat for Sale in Ansal Plaza-Gr. Noida, Noida-Greater Noida Expressway, Greater Noida",4500000,"₹3333 per sqft ","","2880 sqft","Ready to Move","2 out of 22","Resale","East","Main Road","Freehold","2 Covered",2,1,"Noida"," Ansal Plaza-Gr. Noida",3333,2,2880,1350.13501350135
"458","3 BHK Flat for Sale in Beta 2 Block G, Greater Noida",6000000,"₹3315 per sqft ","","220 sqm","Ready to Move","13 out of 13","Resale","North - East","Main Road","Freehold","1 Covered",3,2,"Noida"," Beta 2 Block G",3315,3,220,1809.95475113122
"459","4 BHK Flat for Sale in Sector 28, Mathura Road, Faridabad",17500000,"₹5556 per sqft ","","1800 sqft","Ready to Move","2 out of 4","New Property","North - East","Main Road","Freehold","1 Covered,",4,1,"Faridabad"," Sector 28",5556,4,1800,3149.74802015839
"460","2 BHK Flat for Sale in New Delhi",3000000,"₹6479 per sqft ","","1120 sqft","Ready to Move","3 out of 3","Resale","North","Garden/Park","Freehold","8 Covered,",2,3,"Delhi"," New Delhi",6479,2,1120,463.034418891804
"461","2 BHK Flat for Sale in KDP Grand Savana, Raj Nagar Extension, Ghaziabad",5000000,"₹4000 per sqft ","","80 sqft","Ready to Move","8 out of 11","Resale","North - East","Garden/Park, Pool, Main Road","Freehold","",2,3,"Ghaziabad"," KDP Grand Savana",4000,2,80,1250
"462","6 BHK Flat for Sale in Raghubarpura, New Delhi",45000000,"₹15000 per sqft ","","1800 sqft","Ready to Move","5 out of 5","Resale","North","Main Road","Leasehold","",4,3,"Delhi"," Raghubarpura",15000,6,1800,3000
"464","4 BHK House for Sale in Raghubarpura New Delhi",38000000,"₹8796 per sqft ","","982 sqft","Ready to Move","3 out of 3","Resale","East","Pool, Garden/Park, Main Road","Freehold","",4,1,"Delhi"," Raghubarpura New Delhi",8796,4,982,4320.14552069122
"465","4 BHK Flat for Sale in Safdarjung Enclave, New Delhi",55000000,"₹18333 per sqft ","","360 sqm","Ready to Move","2 out of 3","Resale","East","Garden/Park, Main Road","Freehold","",4,2,"Delhi"," Safdarjung Enclave",18333,4,360,3000.0545464463
"466","4 BHK Flat for Sale in Neeti Khand 1, Indirapuram, Ghaziabad",24000000,"₹10135 per sqft ","","750 sqft","Ready to Move","3 out of 4","New Property","East","Pool, Garden/Park","Leasehold","",4,3,"Ghaziabad"," Neeti Khand 1",10135,4,750,2368.03157375432
"468","4 BHK Flat for Sale in Adore Legend, Sector 84, Faridabad",5800000,"₹3222 per sqft ","","","Ready to Move","5 out of 19","New Property","","","","",4,2,"Faridabad"," Adore Legend",3222,4,NA,1800.12414649286
"469","3 BHK Flat for Sale in Paramount Floraville, Sector 137, Noida Express Way, Noida",10000000,"₹5935 per sqft ","","","Ready to Move","10 out of 14","Resale","","","","",4,3,"Noida"," Paramount Floraville",5935,3,NA,1684.9199663016
"470","2 BHK Flat for Sale in KLJ Greens, Sector 77, Faridabad",5200000,"₹3749 per sqft ","","","Ready to Move","1 out of 15","Resale","","","","",2,10,"Faridabad"," KLJ Greens",3749,2,NA,1387.03654307815
"473","2 BHK Flat for Sale in Aba Cherry County, Tech Zone, Gautam Budh Nagar, Yamuna Expressway, Greater Noida",6850000,"₹7688 per sqft ","","","Ready to Move","1 out of 3","Resale","","","","",2,NA,"Noida"," Aba Cherry County",7688,2,NA,890.998959417274
"474","2 BHK Flat for Sale in Shakti khand 1, Indirapuram, Ghaziabad",7500000,"₹6522 per sqft ","","","Poss. by Jan '26","2 out of 4","Resale","","","","",2,NA,"Ghaziabad"," Shakti khand 1",6522,2,NA,1149.95400183993
"475","3 BHK Flat for Sale in Signature Global City 79B 1, Sector 79, Gurgaon",10000000,"₹7547 per sqft ","","","Ready to Move","3 out of 19","New Property","","","","",3,NA,"Gurgaon"," Signature Global City 79B 1",7547,3,NA,1325.0298131708
"476","3 BHK Flat for Sale in Radicon Vedantam Emporio, Sector 16, Greater Noida",5800000,"₹4727 per sqft ","","","Ready to Move","1 out of 4","Resale","","","","",2,NA,"Noida"," Radicon Vedantam Emporio",4727,3,NA,1226.99386503067
"477","> 10 BHK Villa for Sale in RWA Sector 39, Sector 39 Noida",81000000,"₹18812 per sqft ","","","Ready to Move","19 out of 23","Resale","","","","",NA,NA,"Noida"," RWA Sector 39",18812,10,NA,4305.76227939613
"478","2 BHK Flat for Sale in Raispur, Ghaziabad",2500000,"₹3858 per sqft ","","","Ready to Move","","Resale","","","","",2,NA,"Ghaziabad"," Raispur",3858,2,NA,648.004147226542
"479","1 BHK House for Sale in Raispur Ghaziabad",2650000,"₹5406 per sqft ","","","Ready to Move","","Resale","","","","",1,NA,"Ghaziabad"," Raispur Ghaziabad",5406,1,NA,490.196078431373
"480","2 BHK Flat for Sale in ACE Divino , Greater Noida West, Greater Noida",9000000,"₹7229 per sqft ","","","","","Resale","","","","",2,NA,"Noida"," ACE Divino ",7229,2,NA,1244.98547516946
"481","2 BHK Flat for Sale in Bankey Bihari Sharnam, Garhi, Raj Nagar Extension, Ghaziabad",4300000,"₹3601 per sqft ","Homeway Realty","1000 sqft","Ready to Move","2 out of 10","Resale","North - East","Main Road","Freehold","1 Covered",2,3,"Ghaziabad"," Bankey Bihari Sharnam",3601,2,1000,1194.11274645932
"482","3 BHK Flat for Sale in Trident Embassy Reso, Sector 1, Greater Noida",9270000,"₹6600 per sqft ","White Bricks","787 sqft","Poss. by Mar '24","16 out of 22","New Property","North - East","Garden/Park","Leasehold","1 Covered",2,4,"Noida"," Trident Embassy Reso",6600,3,787,1404.54545454545
"484","3 BHK Flat for Sale in Essel Towers, Mehrauli Gurgaon Road, Gurgaon",22000000,"₹9333 per sqft ","","900 sqft","Ready to Move","3 out of 12","Resale","North - West","Garden/Park, Pool, Main Road","Leasehold","1 Open",4,5,"Gurgaon"," Essel Towers",9333,3,900,2357.22704382299
"486","3 BHK Flat for Sale in M3M Marina, Sector 68, Gurgaon",16200000,"₹12222 per sqft ","","1850 sqft","Ready to Move","11 out of 24","Resale","North","Main Road","Freehold","1 Covered,",3,3,"Gurgaon"," M3M Marina",12222,3,1850,1325.47864506627
"487","9 BHK House for Sale in Patel Nagar, Delhi Gurgaon Expressway Gurgaon",11000000,"₹4255 per sqft ","","2700 sqft","Ready to Move","1 out of 3","Resale","South","Garden/Park","Freehold","1 Covered",9,3,"Gurgaon"," Patel Nagar",4255,9,2700,2585.19388954172
"489","2 BHK Flat for Sale in Emaar MGF Palm Studios, Sector 66, Gurgaon",16500000,"₹2578 per sqft ","","54 sqft","Ready to Move","3 out of 4","Resale","East","Pool, Garden/Park, Main Road","Freehold","2 Covered",2,2,"Gurgaon"," Emaar MGF Palm Studios",2578,2,54,6400.31031807603
"490","3 BHK Flat for Sale in Signature Global Park 4 and 5, Sohna Sector 36, Gurgaon",8200000,"₹3810 per sqft ","","1150 sqft","Ready to Move","1 out of 3","Resale","North - East","Main Road","Freehold","2 Open",2,2,"Gurgaon"," Signature Global Park 4 and 5",3810,3,1150,2152.23097112861
"491","3 BHK Flat for Sale in Sector 83, Faridabad",5800000,"₹6937 per sqft ","","995 sqft","Ready to Move","11 out of 25","Resale","North","Main Road","Freehold","1 Covered",3,3,"Faridabad"," Sector 83",6937,3,995,836.096295228485
"492","2 BHK House for Sale in Raispur Ghaziabad",4000000,"₹17280 per sqft ","","1300 sqft","Ready to Move","Ground out of 19","Resale","North - East","Garden/Park, Main Road","Freehold","1 Covered",3,3,"Ghaziabad"," Raispur Ghaziabad",17280,2,1300,231.481481481481
"493","3 BHK Flat for Sale in Sikka Kimantra Greens, Sector 79, Dadri Road, Noida",9400000,"₹6449 per sqft ","","1227 sqft","Poss. by Nov '23","3 out of 4","Resale","East","Garden/Park","Leasehold","1 Covered,",2,1,"Noida"," Sikka Kimantra Greens",6449,3,1227,1457.59032408125
"494","4 BHK Flat for Sale in Bestech Park View Spa, Sector 47, Gurgaon",54000000,"₹8889 per sqft ","","1650 sqft","Ready to Move","1 out of 4","Resale","North - East","Garden/Park, Main Road","Leasehold","2 Covered,",4,1,"Gurgaon"," Bestech Park View Spa",8889,4,1650,6074.92406344921
"495","3 BHK Flat for Sale in Sector 77, Faridabad",8900000,"₹66176 per sqft ","","1120 sqft","Ready to Move","Ground out of 4","Resale","South - East","Main Road","Freehold","1 Covered,",3,4,"Faridabad"," Sector 77",66176,3,1120,134.489845261122
"496","4 BHK Flat for Sale in Ram Nagar, New Delhi",16000000,"₹8083 per sqft ","","","Ready to Move","Ground out of 3","New Property","North - East","Garden/Park, Main Road","Freehold","1 Covered,",3,4,"Delhi"," Ram Nagar",8083,4,NA,1979.46307064209
"497","2 BHK Flat for Sale in Panchsheel Vihar, Sheikh Sarai, New Delhi",4500000,"₹6587 per sqft ","","","Ready to Move","3 out of 12","Resale","North","Garden/Park, Main Road","Co-operative Society","",2,1,"Delhi"," Panchsheel Vihar",6587,2,NA,683.16380749962
"498","3 BHK Flat for Sale in DDA Vivekananda Apartment, Rohini Sector 8, New Delhi",9700000,"₹8058 per sqft ","","","Ready to Move","3 out of 20","Resale","North - East","Garden/Park, Pool","Leasehold","",2,3,"Delhi"," DDA Vivekananda Apartment",8058,3,NA,1203.77264829983
"499","2 BHK House for Sale in Gamma 1 Block A, Gamma 1 Greater Noida",7800000,"₹5494 per sqft ","","","Ready to Move","7 out of 19","Resale","North","Garden/Park, Pool","Freehold","",2,2,"Noida"," Gamma 1 Block A",5494,2,NA,1419.7306152166
"500","2 BHK House for Sale in Gamma 1 Block C, Gamma 1 Greater Noida",8500000,"₹5556 per sqft ","","","Ready to Move","2 out of 4","Resale","","","","",2,4,"Noida"," Gamma 1 Block C",5556,2,NA,1529.87760979122
"502","2 BHK Flat for Sale in Gurgaon",5000000,"₹4875 per sqft ","","","Ready to Move","8 out of 17","Resale","","","","",2,NA,"Gurgaon"," Gurgaon",4875,2,NA,1025.64102564103
"503","4 BHK Flat for Sale in 11th Avenue Gaur City 2, Noida Extension, Noida",12000000,"₹27778 per sqft ","","","Ready to Move","5 out of 12","Resale","","","","",3,NA,"Noida"," 11th Avenue Gaur City 2",27778,4,NA,431.996544027648
"504","3 BHK Flat for Sale in Aastha Greens, Sector 4, Noida",6800000,"₹6429 per sqft ","","","Ready to Move","3 out of 10","New Property","","","","",3,NA,"Noida"," Aastha Greens",6429,3,NA,1057.70726396018
"505","3 BHK House for Sale in Raja Garden New Delhi",50000000,"₹9000 per sqft ","","","Ready to Move","","Resale","","","","",2,NA,"Delhi"," Raja Garden New Delhi",9000,3,NA,5555.55555555556
"507","3 BHK Flat for Sale in Chintamani, Sector 103, Gurgaon",21100000,"₹7500 per sqft ","","","Poss. by Jan '26","","New Property","","","","",3,NA,"Gurgaon"," Chintamani",7500,3,NA,2813.33333333333
