"PropId","Name","Price","Rate","property","carpet.area","status","floor","transaction","facing","overlooking","ownership","parking","bathroom","balcony","city","location","Rate_per_sqft","bedroom","carpet_area_sqft","total_area"
"1362","2 BHK Flat for Sale in Prideville , Yamuna Expressway, Greater Noida",6510000,"₹6200 per sqft ","","600 sqft","Ready to Move","2 out of 14","Resale","North","Garden/Park","Freehold","2 Open",2,5,"Noida"," Prideville ",6200,2,600,1050
"1363","3 BHK Flat for Sale in Lajpat Nagar III, New Delhi",24500000,"₹13243 per sqft ","","3800 sqft","Ready to Move","3 out of 3","Resale","South -West","Garden/Park","Leasehold","1 Covered",3,2,"Delhi"," Lajpat Nagar III",13243,3,3800,1850.03398021596
"1364","5 BHK Flat for Sale in Ibiza Town, Suraj Kund, Sector 37, Faridabad",44200000,"₹7492 per sqft ","","1000 sqft","Ready to Move","21 out of 21","New Property","North","Garden/Park, Pool","Freehold","1 Covered",6,1,"Faridabad"," Ibiza Town",7492,5,1000,5899.62626801922
"1366","2 BHK Flat for Sale in Gulshan Botnia, Sector 144, Noida Express Way, Noida",8200000,"₹8000 per sqft ","","1377 sqft","Ready to Move","14 out of 14","Resale","North","Garden/Park, Pool, Main Road","Freehold","",2,4,"Noida"," Gulshan Botnia",8000,2,1377,1025
"1367","3 BHK Flat for Sale in Le Solitairian, Yamuna Expressway, Greater Noida",11000000,"₹5685 per sqft ","","","Ready to Move","16 out of 20","Resale","East","Garden/Park, Main Road","Freehold","",3,6,"Noida"," Le Solitairian",5685,3,NA,1934.9164467898
"1368","4 BHK Flat for Sale in Nirala Aspire, Noida Extension Block C, Noida",17600000,"₹7863 per sqft ","","","Ready to Move","8 out of 22","Resale","North - East","Garden/Park","Freehold","",4,2,"Noida"," Nirala Aspire",7863,4,NA,2238.3314256645
"1369","1 BHK Flat for Sale in Model Town, New Delhi",4500000,"₹12500 per sqft ","","","Ready to Move","2 out of 5","Resale","East","Main Road","Freehold","",1,5,"Delhi"," Model Town",12500,1,NA,360
"1370","3 BHK Flat for Sale in Noida Extention, Greater Noida",6800000,"₹4840 per sqft ","","","Ready to Move","11 out of 23","Resale","East","Garden/Park","Freehold","",2,2,"Noida"," Noida Extention",4840,3,NA,1404.95867768595
"1371","3 BHK Flat for Sale in Punjabi Bagh East, New Delhi",18000000,"₹12698 per sqft ","","","Ready to Move","1 out of 4","Resale","","","","",2,1,"Delhi"," Punjabi Bagh East",12698,3,NA,1417.54607024728
"1372","1 BHK Flat for Sale in Gaurs Plaza, Shalimar Garden Extension 2, Rajendra Nagar, Ghaziabad",2000000,"₹3008 per sqft ","","","Ready to Move","3 out of 3","Resale","","","","",1,1,"Ghaziabad"," Gaurs Plaza",3008,1,NA,664.893617021277
"1373","4 BHK Flat for Sale in Emaar The Palm Drive, Sector 66, Gurgaon",54000000,"₹14211 per sqft ","","","Poss. by Sep '26","3 out of 17","Resale","","","","",4,4,"Gurgaon"," Emaar The Palm Drive",14211,4,NA,3799.87333755541
"1374","5 BHK Villa for Sale in Uniworld Resorts, Sector 48, Delhi Gurgaon Expressway Gurgaon",95000000,"₹12667 per sqft ","","","Ready to Move","2 out of 3","Resale","","","","",7,NA,"Gurgaon"," Uniworld Resorts",12667,5,NA,7499.80263677272
"1375","3 BHK Flat for Sale in Sector 49, Faridabad",6300000,"₹4846 per sqft ","","","Ready to Move","3 out of 4","Resale","","","","",2,NA,"Faridabad"," Sector 49",4846,3,NA,1300.04127115147
"1376","4 BHK Flat for Sale in Adani Samsara Vilasa, Sector 63, Gurgaon",45000000,"₹10204 per sqft ","","","Ready to Move","1 out of 10","New Property","","","","",5,NA,"Gurgaon"," Adani Samsara Vilasa",10204,4,NA,4410.03528028224
"1377","2 BHK Flat for Sale in Harmony Apartment, Dwarka Sector 4, New Delhi",11800000,"₹9833 per sqft ","","","Ready to Move","2 out of 3","Resale","","","","",2,NA,"Delhi"," Harmony Apartment",9833,2,NA,1200.04067934506
"1378","2 BHK Flat for Sale in Rajouri Garden, New Delhi",4950000,"₹7639 per sqft ","","","","1 out of 5","Resale","","","","",2,NA,"Delhi"," Rajouri Garden",7639,2,NA,647.99057468255
"1379","3 BHK Flat for Sale in Luxury Floors by Mark Developers, Chattarpur Extension, New Delhi",7020000,"₹5572 per sqft ","","","","17 out of 22","New Property","","","","",2,NA,"Delhi"," Luxury Floors by Mark Developers",5572,3,NA,1259.87078248385
"1380","3 BHK Flat for Sale in Gaur Saundaryam, Greater Noida West, Greater Noida",13000000,"₹8387 per sqft ","","","","","Resale","","","","",2,NA,"Noida"," Gaur Saundaryam",8387,3,NA,1550.01788482175
"1381","2 BHK Flat for Sale in Gobind Apartment, Vasundhara Enclave, New Delhi",11000000,"₹9700 per sqft ","Vision Realtech","700 sqft","Ready to Move","3 out of 8","Resale","East","Garden/Park","Leasehold","1 Covered",2,3,"Delhi"," Gobind Apartment",9700,2,700,1134.0206185567
"1383","5 BHK Flat for Sale in Sidharth Enclave, Kilokri, Ring Road, New Delhi",26500000,"₹9464 per sqft ","Noble Property","350 sqyrd","Ready to Move","2 out of 3","Resale","North - East","Garden/Park","Freehold","3 Covered",4,4,"Delhi"," Sidharth Enclave",9464,5,350,2800.08453085376
"1384","3 BHK Flat for Sale in Sector 105, Gurgaon",4800000,"₹4800 per sqft ","","1175 sqft","Ready to Move","1 out of 5","Resale","North","Garden/Park","Freehold","1 Covered,",2,3,"Gurgaon"," Sector 105",4800,3,1175,1000
"1385","2 BHK Flat for Sale in Bharat City, Bhopura, Ghaziabad",2700000,"₹2798 per sqft ","","2910 sqft","Ready to Move","10 out of 13","Resale","West","Main Road","Freehold","1 Covered,",2,1,"Ghaziabad"," Bharat City",2798,2,2910,964.974982130093
"1386","4 BHK Flat for Sale in May Field Gardens Sector 51, Gurgaon",29000000,"₹9206 per sqft ","","840 sqft","Ready to Move","1 out of 4","New Property","North - East","Garden/Park, Pool","Freehold","3 Covered,",4,4,"Gurgaon"," May Field Gardens Sector 51",9206,4,840,3150.1194872909
"1389","4 BHK Flat for Sale in DLF The Belaire, Sector 54, Gurgaon",67500000,"₹23140 per sqft ","","1100 sqft","Ready to Move","12 out of 28","Resale","East","Garden/Park, Main Road","Freehold","",5,1,"Gurgaon"," DLF The Belaire",23140,4,1100,2917.02679343129
"1390","4 BHK Flat for Sale in Golf Course Road, Gurgaon",10800000,"₹3635 per sqft ","","2700 sqft","Ready to Move","2 out of 4","Resale","East","Main Road, Garden/Park, Pool","Freehold","",4,2,"Gurgaon"," Golf Course Road",3635,4,2700,2971.11416781293
"1391","2 BHK Flat for Sale in Euro Apartment RWA, Sahibabad, Ghaziabad",5000000,"₹4762 per sqft ","","600 sqft","Ready to Move","1 out of 4","Resale","East","Main Road","Freehold","",2,3,"Ghaziabad"," Euro Apartment RWA",4762,2,600,1049.97900041999
"1393","5 BHK Flat for Sale in Shakti Nagar, New Delhi",37500000,"₹14098 per sqft ","","9000 sqft","Ready to Move","Ground out of 2","Resale","East","Garden/Park","Freehold","",5,3,"Delhi"," Shakti Nagar",14098,5,9000,2659.95176620797
"1394","3 BHK House for Sale in Anand Vihar New Delhi",52000000,"₹45217 per sqft ","","700 sqft","Ready to Move","1 out of 2","Resale","North - East","Garden/Park","Freehold","",2,NA,"Delhi"," Anand Vihar New Delhi",45217,3,700,1150.0099520092
"1395","4 BHK Flat for Sale in RWA Residential Society, New Colony, Sector 7, Gurgaon",25000000,"₹6944 per sqft ","","2400 sqft","Ready to Move","4 out of 10","Resale","","Main Road","Freehold","",3,3,"Gurgaon"," RWA Residential Society",6944,4,2400,3600.23041474654
"1396","2 BHK Villa for Sale in Rohini Sector 7 New Delhi",30000000,"₹46450 per sqft ","","1100 sqft","Ready to Move","1 out of 3","Resale","","Garden/Park, Main Road","Freehold","",2,1,"Delhi"," Rohini Sector 7 New Delhi",46450,2,1100,645.855758880517
"1397","1 BHK Flat for Sale in Baani City Center, Sector 63, Gurgaon",8800000,"₹10945 per sqft ","","","Ready to Move","5 out of 5","New Property","","","Freehold","",1,4,"Gurgaon"," Baani City Center",10945,1,NA,804.020100502513
"1399","2 BHK Flat for Sale in Salarpur, Dadri Road, Noida",1500000,"₹3029 per sqft ","","","Ready to Move","13 out of 14","Resale","","","","",1,NA,"Noida"," Salarpur",3029,2,NA,495.212941564873
"1401","4 BHK Flat for Sale in Maple Heights, Sector 43, Gurgaon",32500000,"₹7222 per sqft ","","","Ready to Move","6 out of 22","Resale","","","","",3,NA,"Gurgaon"," Maple Heights",7222,4,NA,4500.13846579895
"1402","6 BHK Villa for Sale in DDA Central Government Housing Complex, Vasant Vihar New Delhi",900000000,"₹90000 per sqft ","","","Ready to Move","Ground out of 1","Resale","","","","",5,NA,"Delhi"," DDA Central Government Housing Complex",90000,6,NA,10000
"1403","2 BHK Flat for Sale in Amrapali Green Valley, Noida Extension, Noida",4200000,"₹3767 per sqft ","","","Ready to Move","11 out of 21","Resale","","","","",2,NA,"Noida"," Amrapali Green Valley",3767,2,NA,1114.94558003716
"1405","2 BHK House for Sale in Sigma 4 Greater Noida",19500000,"₹8234 per sqft ","","","Ready to Move","Ground out of 4","Resale","","","","",1,NA,"Noida"," Sigma 4 Greater Noida",8234,2,NA,2368.22929317464
"1406","3 BHK Flat for Sale in ATS Advantage, Indirapuram, Ghaziabad",14000000,"₹6542 per sqft ","","","Ready to Move","8 out of 33","New Property","","","","",3,NA,"Ghaziabad"," ATS Advantage",6542,3,NA,2140.01834301437
"1409","2 BHK Flat for Sale in Godrej Air, Sector 85, Gurgaon",13500000,"₹9609 per sqft ","","","","","Resale","","","","",2,NA,"Gurgaon"," Godrej Air",9609,2,NA,1404.93287542929
"1410"," House for Sale in Sector 15, Noida sector 15 Metro Noida",46000000,"₹21803 per sqft ","","","","","Resale","","","","",NA,NA,"Noida"," Sector 15",21803,1,NA,2109.80140347659
"1411","5 BHK House for Sale in Sector 15, Mathura Road Faridabad",55000000,"₹11000 per sqft ","Maya Buidcon Pvt. Ltd.","1070 sqft","Ready to Move","10 out of 20","Resale","North - East","Garden/Park, Pool, Main Road","Leasehold","1 Covered",5,4,"Faridabad"," Sector 15",11000,5,1070,5000
"1412","3 BHK Flat for Sale in Gaur City 16th Avenue, Noida Extension, Noida",7700000,"₹5560 per sqft ","","1050 sqft","Ready to Move","8 out of 8","Resale","North","Main Road, Garden/Park","Freehold","1 Covered,",3,1,"Noida"," Gaur City 16th Avenue",5560,3,1050,1384.89208633094
"1413","3 BHK Flat for Sale in Sector 62, NH 24, Noida",9500000,"₹6105 per sqft ","","200 sqyrd","Ready to Move","Upper Basement out of 4","Resale","North - East","Garden/Park, Main Road","Freehold","1 Covered",3,1,"Noida"," Sector 62",6105,3,200,1556.10155610156
"1415","2 BHK Flat for Sale in Techer Colony, Mehrauli, New Delhi",3100000,"₹3851 per sqft ","","1550 sqft","Ready to Move","2 out of 5","Resale","South - East","Garden/Park","Freehold","1 Covered",2,2,"Delhi"," Techer Colony",3851,2,1550,804.985717995326
"1416","3 BHK Flat for Sale in Ashram, New Delhi",10000000,"₹7143 per sqft ","","850 sqft","Poss. by Aug '24","2 out of 3","Resale","North - East","Garden/Park","Leasehold","2 Open",3,1,"Delhi"," Ashram",7143,3,850,1399.97200055999
"1418","2 BHK Flat for Sale in SS Southend, Sector 49, Gurgaon",6000000,"₹9286 per sqft ","","890 sqft","Ready to Move","Ground out of 3","Resale","North - East","Garden/Park, Main Road","Power Of Attorney","1 Covered",2,2,"Gurgaon"," SS Southend",9286,2,890,646.133965108766
"1419","7 BHK Villa for Sale in Sector 15, Noida sector 15 Metro Noida",26000000,"₹3710 per sqft ","","1050 sqft","Ready to Move","Ground out of 4","Resale","East","Main Road","Freehold","1 Covered",7,3,"Noida"," Sector 15",3710,7,1050,7008.08625336927
"1420","3 BHK Flat for Sale in Sector 15A, Noida Express Way, Noida",7420000,"₹3077 per sqft ","","1100 sqft","Ready to Move","Ground out of 3","Resale","North - East","Main Road","Leasehold","1 Covered,",3,1,"Noida"," Sector 15A",3077,3,1100,2411.43971400715
"1422","2 BHK House for Sale in Shahdara New Delhi",1820000,"₹13889 per sqft ","","550 sqft","Ready to Move","2 out of 2","Resale","East","Garden/Park, Main Road, Pool","Leasehold","",1,2,"Delhi"," Shahdara New Delhi",13889,2,550,131.038951688387
"1423"," Studio Apartment for Sale in Mahagun Sarovar Portico, Vaishali, Ghaziabad",12500000,"₹15000 per sqft ","","2200 sqft","Ready to Move","7 out of 7","Resale","","Garden/Park, Pool, Main Road","Freehold","",1,2,"Ghaziabad"," Mahagun Sarovar Portico",15000,1,2200,833.333333333333
"1424","6 BHK Villa for Sale in Sector 15A, Noida Express Way Noida",75000000,"₹5455 per sqft ","","1200 sqft","Ready to Move","8 out of 23","Resale","","Main Road","","",6,3,"Noida"," Sector 15A",5455,6,1200,13748.8542621448
"1425","3 BHK Flat for Sale in Sector 16, Mathura Road, Faridabad",12000000,"₹5556 per sqft ","","1200 sqft","Ready to Move","Ground out of 2","Resale","","","","",2,1,"Faridabad"," Sector 16",5556,3,1200,2159.82721382289
"1426","3 BHK Villa for Sale in Sector 16, Mathura Road Faridabad",11000000,"₹21250 per sqft ","","","Ready to Move","1 out of 4","Resale","","","","",3,5,"Faridabad"," Sector 16",21250,3,NA,517.647058823529
"1427","4 BHK Flat for Sale in Neelkanth Apartment, Rohini Sector 13, New Delhi",42500000,"₹7778 per sqft ","","","Ready to Move","1 out of 3","Resale","","","","",4,5,"Delhi"," Neelkanth Apartment",7778,4,NA,5464.12959629725
"1429","4 BHK Flat for Sale in Tatvam Villas, Tikri, Sector 48, Sohna Road, Gurgaon",85000000,"₹5263 per sqft ","","","Ready to Move","17 out of 25","Resale","","","","",5,NA,"Gurgaon"," Tatvam Villas",5263,4,NA,16150.4845145354
"1430","2 BHK Flat for Sale in DDA Freedom Fighter Enclave, Freedom Fighters Enclave, New Delhi",5000000,"₹25695 per sqft ","","","Ready to Move","3 out of 4","New Property","","","","",2,NA,"Delhi"," DDA Freedom Fighter Enclave",25695,2,NA,194.590387234871
"1432","3 BHK Flat for Sale in Sector 76, Delhi Gurgaon Expressway, Gurgaon",18500000,"₹3896 per sqft ","","","Ready to Move","5 out of 12","Resale","","","","",3,NA,"Gurgaon"," Sector 76",3896,3,NA,4748.45995893224
"1433","2 BHK Flat for Sale in Sector 17, Noida",4500000,"₹6043 per sqft ","","","Ready to Move","2 out of 4","Resale","","","","",2,NA,"Noida"," Sector 17",6043,2,NA,744.663246731756
"1435","2 BHK Flat for Sale in Shipra Krishna Vista, Indirapuram, Ghaziabad",6950000,"₹8122 per sqft ","","","Ready to Move","1 out of 4","Resale","","","","",2,NA,"Ghaziabad"," Shipra Krishna Vista",8122,2,NA,855.700566362965
"1436","3 BHK Flat for Sale in Noida Royale City, Aurangabad, Noida",9880000,"₹8014 per sqft ","","","Ready to Move","","Resale","","","","",3,NA,"Noida"," Noida Royale City",8014,3,NA,1232.84252558023
"1437","1 BHK Flat for Sale in Rajendra Nagar Sector 3, Ghaziabad",2200000,"₹6074 per sqft ","","","","","Resale","","","","",1,NA,"Ghaziabad"," Rajendra Nagar Sector 3",6074,1,NA,362.199539018769
"1438","4 BHK Flat for Sale in Mahagun Morpheus, Sector 50, Noida",19900000,"","","","","","Resale","","","","",5,NA,"Noida"," Mahagun Morpheus",NA,4,NA,NA
"1439","3 BHK Flat for Sale in Sector 137, Noida Express Way, Noida",11500000,"","","","","","New Property","","","","",2,NA,"Noida"," Sector 137",NA,3,NA,NA
"1441","3 BHK Flat for Sale in TARC Tripundra, Bijwasan, New Delhi",43000000,"₹19500 per sqft ","Saigal Consultancy","1161 sqft","Poss. by Dec '25","5 out of 10","New Property","North - East","Garden/Park, Pool","Freehold","2 Covered",3,4,"Delhi"," TARC Tripundra",19500,3,1161,2205.12820512821
"1442","4 BHK Flat for Sale in DLF City Phase 3, Gurgaon",45000000,"₹16100 per sqft ","","2200 sqft","Ready to Move","1 out of 4","Resale","North","Garden/Park","Freehold","2 Covered,",4,3,"Gurgaon"," DLF City Phase 3",16100,4,2200,2795.03105590062
"1443","8 BHK Villa for Sale in Sector 17 Noida",105000000,"₹16406 per sqft ","","1450 sqft","Ready to Move","9 out of 21","Resale","South","Garden/Park, Pool, Main Road","Leasehold","1 Open",7,4,"Noida"," Sector 17 Noida",16406,8,1450,6400.09752529562
"1444","3 BHK Flat for Sale in Ajnara Homes, Noida Extension, Noida",6200000,"₹4806 per sqft ","","35 sqm","Ready to Move","4 out of 7","Resale","East","Garden/Park, Main Road","Freehold","1 Open",2,2,"Noida"," Ajnara Homes",4806,3,35,1290.05409904286
"1445","3 BHK Flat for Sale in Satyam Apartment, Vasundhara Enclave, New Delhi",13500000,"₹9310 per sqft ","","2750 sqft","Ready to Move","4 out of 4","Resale","North - East","Main Road","Leasehold","2 Covered,",3,1,"Delhi"," Satyam Apartment",9310,3,2750,1450.0537056928
"1447","2 BHK Flat for Sale in Keshav Puram, Tri Nagar, New Delhi",5000000,"₹7692 per sqft ","","2453 sqft","Ready to Move","2 out of 3","Resale","North","Garden/Park","Freehold","2 Covered,",1,2,"Delhi"," Keshav Puram",7692,2,2453,650.026001040042
"1449","4 BHK Flat for Sale in Sector 2, Gurgaon",22000000,"₹8000 per sqft ","","900 sqft","Ready to Move","4 out of 12","New Property","North - East","Main Road","Freehold","3 Covered",4,3,"Gurgaon"," Sector 2",8000,4,900,2750
"1450","4 BHK Flat for Sale in Noida Royale City, Noida Express Way, Noida",12300000,"₹9180 per sqft ","","2600 sqft","Ready to Move","1 out of 4","Resale","North - East","Garden/Park, Main Road","Freehold","2 Covered,",3,2,"Noida"," Noida Royale City",9180,4,2600,1339.86928104575
"1451","2 BHK Flat for Sale in Jangpura B, Jangpura, New Delhi",11000000,"₹11111 per sqft ","","270 sqyrd","Ready to Move","1 out of 4","Resale","East","Pool, Garden/Park","Leasehold","1 Covered",3,2,"Delhi"," Jangpura B",11111,2,270,990.009900099001
"1454","1 BHK Flat for Sale in Sector 20, Noida",1430000,"₹2600 per sqft ","","640 sqft","Ready to Move","2 out of 4","Resale","North - East","Garden/Park, Pool, Main Road","Leasehold","",1,3,"Noida"," Sector 20",2600,1,640,550
"1455","4 BHK House for Sale in Sector 20 Noida",17500000,"₹7292 per sqft ","","2250 sqft","Ready to Move","1 out of 4","Resale","North","Garden/Park, Main Road","Leasehold","",4,2,"Noida"," Sector 20 Noida",7292,4,2250,2399.89029072957
"1457","3 BHK Flat for Sale in Keshav Puram, Tri Nagar, New Delhi",8500000,"₹9444 per sqft ","","1850 sqft","Ready to Move","9 out of 14","Resale","North - West","Garden/Park","Leasehold","",2,2,"Delhi"," Keshav Puram",9444,3,1850,900.04235493435
"1458","3 BHK House for Sale in Jyoti Park, Sector 7 Gurgaon",15200000,"₹11185 per sqft ","","","Ready to Move","1 out of 4","Resale","","Garden/Park, Pool, Main Road","Freehold","",3,3,"Gurgaon"," Jyoti Park",11185,3,NA,1358.9628967367
"1459","3 BHK House for Sale in Sector 46 Gurgaon",23500000,"₹9792 per sqft ","","","Ready to Move","3 out of 4","Resale","","","","",3,3,"Gurgaon"," Sector 46 Gurgaon",9792,3,NA,2399.91830065359
"1460","3 BHK Flat for Sale in Sector 117, Noida",16000000,"₹12075 per sqft ","","","Ready to Move","24 out of 24","New Property","","","","",3,1,"Noida"," Sector 117",12075,3,NA,1325.05175983437
"1462","3 BHK Flat for Sale in Dlf City Phase 4, Sector 28, Gurgaon",32500000,"₹13374 per sqft ","","","Ready to Move","Ground out of 2","New Property","","","","",4,NA,"Gurgaon"," Dlf City Phase 4",13374,3,NA,2430.08823089577
"1463","3 BHK Flat for Sale in Amrapali Silicon City, Sector 76, Noida",17500000,"₹5682 per sqft ","","","Ready to Move","8 out of 25","New Property","","","","",3,NA,"Noida"," Amrapali Silicon City",5682,3,NA,3079.90144315382
"1464","4 BHK Flat for Sale in Indirapuram, Ghaziabad",11000000,"₹6471 per sqft ","","","Ready to Move","1 out of 5","Resale","","","","",3,NA,"Ghaziabad"," Indirapuram",6471,4,NA,1699.89182506568
"1465","2 BHK Flat for Sale in DLF Centre , Connaught Place, New Delhi",10000000,"₹7596 per sqft ","","","Poss. by Aug '26","2 out of 2","Resale","","","","",2,NA,"Delhi"," DLF Centre ",7596,2,NA,1316.48235913639
"1468","2 BHK House for Sale in Beta 2 Block I Greater Noida",7400000,"₹8486 per sqft ","","","Ready to Move","","Resale","","","","",2,NA,"Noida"," Beta 2 Block I Greater Noida",8486,2,NA,872.024510959227
"1469","3 BHK Flat for Sale in Ss Hibiscus 2 , Sector 83, Gurgaon",15700000,"₹6098 per sqft ","","","Ready to Move","","New Property","","","","",3,NA,"Gurgaon"," Ss Hibiscus 2 ",6098,3,NA,2574.6146277468
"1470","1 BHK Flat for Sale in Private Colony, Sri Niwaspuri, New Delhi",2500000,"","","","","","Resale","","","","",1,NA,"Delhi"," Private Colony",NA,1,NA,NA
"1471","4 BHK House for Sale in Private Colony, Sri Niwaspuri New Delhi",6000000,"₹12245 per sqft ","Golden BRX","1200 sqft","Ready to Move","1 out of 3","Resale","South -West","Main Road","Leasehold","1 Covered",2,2,"Delhi"," Private Colony",12245,4,1200,489.995916700694
"1472","2 BHK Flat for Sale in Eldeco Residency Greens, Sector-PI, Greater Noida",7500000,"₹6000 per sqft ","Sachin Gambhir","1500 sqft","Ready to Move","5 out of 20","Resale","North","Garden/Park, Main Road","Freehold","1 Covered",2,2,"Noida"," Eldeco Residency Greens",6000,2,1500,1250
"1473","3 BHK Flat for Sale in Paras Irene, Sector 70A, Gurgaon",15500000,"₹8470 per sqft ","Dewan Associates","1200 sqft","Ready to Move","12 out of 14","Resale","East","Main Road","Freehold","2 Covered",3,3,"Gurgaon"," Paras Irene",8470,3,1200,1829.98819362456
"1474","2 BHK Flat for Sale in Imperia Esfera, Sector 37C, Delhi Gurgaon Expressway, Gurgaon",8820000,"₹6210 per sqft ","","1342 sqft","Ready to Move","2 out of 4","Resale","North - East","Garden/Park, Main Road","Freehold","1 Covered",3,1,"Gurgaon"," Imperia Esfera",6210,2,1342,1420.28985507246
"1475","2 BHK House for Sale in vasundhra ghaziabad Ghaziabad",5500000,"₹4583 per sqft ","","1500 sqft","Ready to Move","4 out of 7","Resale","North - West","Garden/Park, Main Road","Freehold","1 Covered",2,1,"Ghaziabad"," vasundhra ghaziabad Ghaziabad",4583,2,1500,1200.08727907484
"1476","2 BHK Flat for Sale in Signature Global City 81, Sector 81, Gurgaon",9800000,"₹8991 per sqft ","","40 sqyrd","Poss. by Oct '25","6 out of 12","New Property","East","Garden/Park, Pool, Main Road","Freehold","1 Covered,",2,1,"Gurgaon"," Signature Global City 81",8991,2,40,1089.97886775665
"1477"," Studio Apartment for Sale in Satya Element One, Sector 49, Gurgaon",15000000,"₹10714 per sqft ","","850 sqft","Ready to Move","14 out of 25","New Property","South","Main Road","Power Of Attorney","3 Covered,",1,5,"Gurgaon"," Satya Element One",10714,1,850,1400.03733432892
"1478","3 BHK Flat for Sale in Krishna Apra Gardens, Vaibhav Khand, Indirapuram, Ghaziabad",13700000,"₹8068 per sqft ","","1170 sqft","Ready to Move","12 out of 14","Resale","North","Pool, Garden/Park, Main Road","Freehold","1 Covered",3,2,"Ghaziabad"," Krishna Apra Gardens",8068,3,1170,1698.06643529995
"1479","3 BHK House for Sale in sector 10 HBC Faridabad",4500000,"₹12500 per sqft ","","2150 sqft","Ready to Move","2 out of 4","Resale","East","Pool, Garden/Park, Main Road","Freehold","1 Open",3,3,"Faridabad"," sector 10 HBC Faridabad",12500,3,2150,360
"1480","2 BHK Flat for Sale in Rishabh Cloud 9 Towers Vaishali, Vaishali, Ghaziabad",5600000,"₹5945 per sqft ","","450 sqft","Ready to Move","8 out of 13","New Property","North - East","Garden/Park","Leasehold","1 Covered",2,1,"Ghaziabad"," Rishabh Cloud 9 Towers Vaishali",5945,2,450,941.968040370059
"1481","2 BHK House for Sale in Sector 118 Noida",5000000,"₹4115 per sqft ","","2200 sqft","Ready to Move","1 out of 4","New Property","North - East","Garden/Park, Pool, Main Road","Freehold","",2,3,"Noida"," Sector 118 Noida",4115,2,2200,1215.06682867558
"1482","2 BHK Flat for Sale in Tashee Capital Gateway, Sector 111, Gurgaon",7500000,"₹5274 per sqft ","","3000 sqft","Ready to Move","4 out of 10","Resale","West","Main Road","Freehold","",2,1,"Gurgaon"," Tashee Capital Gateway",5274,2,3000,1422.07053469852
"1484","3 BHK Flat for Sale in ATS Green Paradiso, Lagerstroemia Estate, Sector-Chi, Greater Noida",15000000,"₹6977 per sqft ","","900 sqft","Ready to Move","5 out of 10","Resale","North","Garden/Park","Freehold","",4,3,"Noida"," ATS Green Paradiso",6977,3,900,2149.92116955712
"1486","4 BHK Flat for Sale in Palam Vihar, Gurgaon",22000000,"₹8302 per sqft ","","","Ready to Move","3 out of 3","Resale","East","","","",4,4,"Gurgaon"," Palam Vihar",8302,4,NA,2649.96386412913
"1487","5 BHK House for Sale in Sector 52 Noida",28000000,"₹23225 per sqft ","","","Ready to Move","4 out of 4","Resale","","","","",3,2,"Noida"," Sector 52 Noida",23225,5,NA,1205.59741657696
"1488","3 BHK Flat for Sale in Nav Sanjivan, Dwarka Sector 12, New Delhi",12500000,"₹7576 per sqft ","","","Ready to Move","3 out of 4","Resale","","","","",3,NA,"Delhi"," Nav Sanjivan",7576,3,NA,1649.94720168955
"1493","2 BHK Flat for Sale in Shatabdi Vihar, Sector 52 Block E, Noida",5200000,"₹5474 per sqft ","","","Ready to Move","2 out of 4","Resale","","","","",2,NA,"Noida"," Shatabdi Vihar",5474,2,NA,949.945195469492
"1495","2 BHK Flat for Sale in Shatabdi Vihar, Sector 52, Noida",5300000,"₹5300 per sqft ","","","Poss. by Mar '24","","New Property","","","","",2,NA,"Noida"," Shatabdi Vihar",5300,2,NA,1000
"1496","2 BHK Flat for Sale in Shatabdi Vihar, Sector 52 Block F, Noida",5500000,"₹5500 per sqft ","","","Poss. by Mar '27","","Resale","","","","",2,NA,"Noida"," Shatabdi Vihar",5500,2,NA,1000
"1497","6 BHK Flat for Sale in DLF Alameda, Sector 73, Delhi Gurgaon Expressway, Gurgaon",60000000,"₹15789 per sqft ","","","Ready to Move","","Resale","","","","",5,NA,"Gurgaon"," DLF Alameda",15789,6,NA,3800.1140034201
"1498","3 BHK Flat for Sale in M3M Golf Hills Phase 1, Sector 79, Gurgaon",18300000,"₹9621 per sqft ","","","Ready to Move","","New Property","","","","",3,NA,"Gurgaon"," M3M Golf Hills Phase 1",9621,3,NA,1902.08917991893
"1500","4 BHK Flat for Sale in SRS Luxury Floors, South City 2, Sector 49, Gurgaon",47500000,"₹13971 per sqft ","","","","","New Property","","","","",4,NA,"Gurgaon"," SRS Luxury Floors",13971,4,NA,3399.89979242717
"1501","4 BHK Flat for Sale in Sree Badrinath Apartment, Dwarka, New Delhi",22000000,"₹11000 per sqft ","Iskon Properties","1800 sqft","Ready to Move","1 out of 5","Resale","North - East","Garden/Park, Main Road","Freehold","1 Covered,",3,1,"Delhi"," Sree Badrinath Apartment",11000,4,1800,2000
"1502","6 BHK House for Sale in Ansal East End, Tronica City Ghaziabad",3950000,"₹3762 per sqft ","Cushman and Wakefield","1175 sqyrd","Ready to Move","2 out of 4","Resale","North - East","Garden/Park, Main Road","Leasehold","1 Covered",5,4,"Ghaziabad"," Ansal East End",3762,6,1175,1049.97341839447
"1503","2 BHK Flat for Sale in Ramprastha Greens, Vaishali, Ghaziabad",8400000,"₹8400 per sqft ","","850 sqft","Ready to Move","1 out of 3","Resale","East","Pool, Garden/Park, Main Road","Leasehold","1 Covered",2,2,"Ghaziabad"," Ramprastha Greens",8400,2,850,1000
